fold,equation,material,file,sigma0,fraction,mlp_only,trf_cold,trf_warm,n_obs,n_train,n_test
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.001,1.7664026021957397,209.95541696936587,209.95642312856575,9,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.005,1.7664026021957397,17.856180792932406,17.85620764419694,44,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.01,1.7664026021957397,8.149343875439362,8.149446609695593,87,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.02,1.7664026021957397,5.5576000202010345,5.557638351112239,173,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.05,1.7664026021957397,4.325249813707956,4.325275975505646,433,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.1,1.7664026021957397,1.6177725815307462,1.6177745644212413,865,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.2,1.7664026021957397,0.4732746825981684,0.4732734807756832,1730,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.4,1.7664026021957397,0.2872026693244119,0.29916578246859327,3460,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.001,1022.6358642578125,209.95456633676656,209.95716782399415,9,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.005,1022.6358642578125,17.856132742139287,17.856190288301732,44,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.01,1022.6358642578125,8.149340501000855,8.149314400052413,87,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.02,1022.6358642578125,5.5575998615485895,5.557599607241457,173,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.05,1022.6358642578125,4.32524973700296,4.325249553678468,433,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.1,1022.6358642578125,1.6177725991849956,1.6177725458845476,865,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.2,1022.6358642578125,0.47338107842939325,0.4734064061199141,1730,16,1
LOO_011_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.4,1022.6358642578125,0.3206515519851679,0.3206515511136244,3460,16,1
