fold,equation,material,file,sigma0,fraction,mlp_only,trf_cold,trf_warm,n_obs,n_train,n_test
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.001,1.6957257986068726,209.95590756436437,209.95547964646173,9,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.005,1.6957257986068726,17.856201502320545,17.85624128022579,44,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.01,1.6957257986068726,8.149370503624622,8.149445602038924,87,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.02,1.6957257986068726,5.557600039261854,5.557636343565714,173,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.05,1.6957257986068726,4.325249790282122,4.325355389435393,433,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.1,1.6957257986068726,1.6177725297062981,1.61777429533269,865,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.2,1.6957257986068726,0.4732746940353407,0.47327635738211365,1730,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,guiu_pratt,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.4,1.6957257986068726,0.28769638997389524,0.2980434551787579,3460,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.001,99.59696960449219,209.95589474239296,209.95762238587798,9,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.005,99.59696960449219,17.856134089894237,17.856271455836556,44,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.01,99.59696960449219,8.149340514473794,8.149314687059803,87,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.02,99.59696960449219,5.557600038027787,5.557598570947879,173,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.05,99.59696960449219,4.325249779665503,4.325249690181641,433,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.1,99.59696960449219,1.617772603771216,1.617772616110487,865,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.2,99.59696960449219,0.4733783913658998,0.4738953761225185,1730,16,1
LOO_007_KupferDigital_BAM_StressRelaxation_H_07,thermal,CuSn8Ni2,KupferDigital_BAM_StressRelaxation_H_07,165.0230602,0.4,99.59696960449219,0.3206515508905744,0.32065155092065206,3460,16,1
