fold,equation,material,file,sigma0,fraction,mlp_only,trf_cold,trf_warm,n_obs,n_train,n_test
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.001,24.46630859375,57.3734397792924,57.37349763046547,9,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.005,24.46630859375,5.804055441632212,5.804054920067392,44,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.01,24.46630859375,1.7502388822126669,1.7502424637161127,87,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.02,24.46630859375,0.8381959101564509,0.8382079654775753,173,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.05,24.46630859375,0.41373772869710973,0.41373301112369715,433,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.1,24.46630859375,0.567377784306744,0.5673983155254683,865,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.2,24.46630859375,0.18196402976994697,0.18196408269989778,1730,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,guiu_pratt,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.4,24.46630859375,0.15928921829844403,0.1592889336093625,3459,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.001,113.52943420410156,57.37338701024482,57.374872767002245,9,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.005,113.52943420410156,5.80402828756189,5.803987040929591,44,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.01,113.52943420410156,1.7502278537344436,1.7502489364386178,87,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.02,113.52943420410156,0.8381957315938176,0.8381968544549164,173,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.05,113.52943420410156,0.41373774141130804,0.4137377511773037,433,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.1,113.52943420410156,0.5673778815198215,0.5673779020462347,865,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.2,113.52943420410156,0.18196402493116207,0.18196401514576557,1730,16,1
LOO_006_KupferDigital_BAM_StressRelaxation_G_15,thermal,CuNi6Sn4,KupferDigital_BAM_StressRelaxation_G_15,249.4188226,0.4,113.52943420410156,0.15928921733788376,0.15928922017926636,3459,16,1
